,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
82,2023-10-20 22:53:00,33.957,34.037,34.037,33.957,442968,1697813580,,,,,,,,,,,-4.495692192484899,-7.390154987180651,8.326878958993596,-73.85624807446167,0,0,102006.41000000002,,,33.957:1498.0;,-449.39999999999577,
5,2023-10-23 21:36:00,33.072,32.988,33.072,32.972,946327,1698068160,1.0,,,,,,,,,,21.60137106928685,13.142213543259956,3.2860722124472943,73.73851774239147,1,0,51009.38600000001,33.072:1542.0;,33.072:1542.0;,,0.0,33.072;
8,2023-10-23 21:39:00,32.992,32.912,32.992,32.912,688325,1698068340,,,,,,,,,1.0,,19.008501041020523,13.142213543259956,3.2860722124472943,19.141521719264897,1,0,36.74600000001374,33.072:1542.0;32.992:1545.0;,32.992:1545.0;,,0.0,33.072;32.992;
13,2023-10-23 21:44:00,32.732,32.712,32.732,32.642,760688,1698068640,,,,,,,1.0,,,,7.911171104722051,10.52670842084288,3.2860722124472943,-72.11148881285625,1,0,-50959.709999999985,33.072:1542.0;32.992:1545.0;32.732:1558.0;,32.732:1558.0;,,0.0,33.072;32.992;32.732;
18,2023-10-23 21:49:00,32.917,33.092,33.092,32.917,961458,1698068940,,,,,1.0,,,,,,10.743930397946755,7.17062195334556,3.2860722124472943,-59.10045924446746,1,0,-101948.14299999998,33.072:1542.0;32.992:1545.0;32.732:1558.0;32.917:1549.0;,32.917:1549.0;,,0.0,33.072;32.992;32.917;32.917;
24,2023-10-23 21:55:00,33.313,33.312,33.327,33.252,469264,1698069300,,1.0,,,,,,,,,39.71862222880378,11.95610094196136,3.2860722124472943,80.65210632181228,0,1,1255.5310000000172,33.072:771.0;32.992:772.0;32.732:779.0;32.917:774.0;,,33.313:771;33.313:773;33.313:779;33.313:775;,1193.4430000000066,33.313;33.313;33.313;33.313;
31,2023-10-23 22:02:00,33.418,33.378,33.452,33.378,368052,1698069720,,,,,,,,,,1.0,72.09138505212653,15.936399356535771,4.537072173841388,78.30099048409205,0,1,104717.65900000001,,,33.418:771.0;33.418:772.0;33.418:779.0;33.418:774.0;,1517.8059999999969,33.445;33.445;33.445;33.445;
251,2023-10-26 01:42:00,32.322,32.267,32.322,32.262,416304,1698255720,,,1.0,,,,,,,,-1.4983782701500132,-8.64492350730541,16.89898817001138,-74.08742389471652,1,0,52388.34100000001,32.322:1619.0;,32.322:1619.0;,,0.0,32.322;
386,2023-10-26 03:57:00,32.272,32.291,32.302,32.272,434208,1698263820,,,,,,,,,,,52.067970367724016,16.845125747103232,4.287675108148193,-44.97682304883484,0,0,104636.709,,,32.272:1619.0;,-80.9500000000069,32.505;
135,2023-10-26 23:46:00,30.652,30.749,30.749,30.652,241352,1698335160,,,1.0,,,,,,,,-8.684307314175904,7.328286992381084,-1.0220534586268144,-76.53854877358623,1,0,52344.397,30.652:1706.0;,30.652:1706.0;,,0.0,30.652;
